Unnamed: 0,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Place,Score,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
44,26,Brooke Ence,http://games.crossfit.com/athlete/62554,45 (522),0,67.0,0,62554,152.0,184 (287),107 (427),45 (127),121 (259),65 (08:50),16,,CrossFit West,127.0,,,1478.0,,71.0,1440.0,253.0,207.0,365.0,320.0,,45,522,184,287,107,427,45,127,121,259,65,530
45,24,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,46 (524),0,64.57,0,19501,127.87,26 (314),28 (430),94 (121),47 (271),329 (09:40),16,CrossFit Sport,CrossFit Sport,169.0,512.0,117.0,1136.0,389,61.0,1286.0,229.28,178.57,295.42,277.78,60,46,524,26,314,28,430,94,121,47,271,329,580
46,30,Cheryl Nasso,http://games.crossfit.com/athlete/9759,47 (527),0,64.0,0,9759,130.0,36 (311),258 (423),157 (117),15 (289),61 (08:49),16,CrossFit New England,CrossFit New England,135.0,456.0,86.0,1024.0,434,70.0,1192.0,205.0,155.0,350.0,275.0,32,47,527,36,311,258,423,157,117,15,289,61,529
47,25,Justine Beath,http://games.crossfit.com/athlete/60656,48 (557),0,64.17,0,60656,138.0,139 (291),130 (426),109 (120),99 (261),80 (08:56),16,,CrossFit Lower Mountains,,,,,0,,,0.0,0.0,0.0,0.0,0,48,557,139,291,130,426,109,120,99,261,80,536
48,23,Maude Charron,http://games.crossfit.com/athlete/123908,49 (564),0,61.0,0,123908,142.0,164 (289),6 (430),20 (131),139 (258),235 (09:28),16,,CrossFit Rimouski,131.0,557.0,98.0,1128.0,385,75.0,,250.0,200.0,400.0,320.0,50,49,564,164,289,6,430,20,131,139,258,235,568
49,30,Jennifer Smith,http://games.crossfit.com/athlete/45491,49 (564),0,66.0,0,45491,140.0,57 (303),23 (430),349 (114),63 (267),72 (08:53),16,MAXIMUS,CrossFit Maximus Nashland,,,,,0,,,215.0,160.0,370.0,270.0,0,49,564,57,303,23,430,349,114,63,267,72,533
50,38,Joey Kimdon,http://games.crossfit.com/athlete/259327,51 (573),0,61.0,0,259327,125.0,22 (318),259 (423),37 (129),127 (259),128 (09:10),16,CrossFit Train 97333,CrossFit Train 97333,144.0,473.0,112.0,1066.0,383,,,187.0,135.0,340.0,263.0,70,51,573,22,318,259,423,37,129,127,259,128,550
51,23,Mikaela Norman,http://games.crossfit.com/athlete/143139,52 (585),0,70.87,0,143139,156.0,9 (333),146 (425),390 (113),21 (283),19 (08:23),16,Nordic OPEX,CrossFit Nordic,180.0,,,,,,,198.42,160.94,,275.58,,52,585,9,333,146,425,390,113,21,283,19,503
52,23,Anna Rode,http://games.crossfit.com/athlete/5124,52 (585),0,64.0,0,5124,145.0,139 (291),160 (425),70 (124),103 (261),113 (09:06),16,CrossFit NapTown,CrossFit Naptown,146.0,534.0,118.0,1228.0,346,,,212.0,170.0,300.0,245.0,40,52,585,139,291,160,425,70,124,103,261,113,546
53,21,Keston Mendoza,http://games.crossfit.com/athlete/179838,54 (587),0,65.0,0,179838,143.0,76 (299),59 (430),157 (117),141 (258),154 (09:15),16,Team Dogtown,DogTown CrossFit,160.0,,137.0,,,,,200.0,155.0,295.0,270.0,66,54,587,76,299,59,430,157,117,141,258,154,555
54,25,Whitney Heuser,http://games.crossfit.com/athlete/10614,55 (598),0,64.0,0,10614,140.0,60 (302),72 (428),77 (124),180 (255),209 (09:24),16,Diablo CrossFit Anejo,Diablo CrossFit,152.0,480.0,103.0,1014.0,448,67.0,,200.0,160.0,310.0,285.0,0,55,598,60,302,72,428,77,124,180,255,209,564
55,33,Anna Tunnicliffe,http://games.crossfit.com/athlete/9440,56 (606),0,65.75,0,9440,143.0,24 (317),186 (424),31 (129),268 (249),97 (08:59),16,,Unaffiliated,133.0,,,,0,,1170.0,0.0,0.0,0.0,0.0,0,56,606,24,317,186,424,31,129,268,249,97,539
56,30,Megan Scales,http://games.crossfit.com/athlete/126964,57 (615),0,69.0,0,126964,160.0,117 (293),112 (426),266 (115),43 (272),77 (08:55),16,CrossFit Adversis,CrossFit Adversis,188.0,491.0,91.0,,,,,206.0,165.0,340.0,280.0,,57,615,117,293,112,426,266,115,43,272,77,535
57,35,Tiffany Hendrickson,http://games.crossfit.com/athlete/51106,58 (629),0,63.0,0,51106,135.0,49 (304),87 (427),82 (123),227 (252),184 (09:20),16,Ute CrossFit,Ute CrossFit Sugarhouse,147.0,448.0,114.0,1096.0,402,,,185.0,153.0,315.0,265.0,56,58,629,49,304,87,427,82,123,227,252,184,560
58,24,Rachel Garibay,http://games.crossfit.com/athlete/279929,59 (630),0,61.0,0,279929,130.0,194 (286),19 (430),63 (125),38 (275),316 (09:39),16,Crossfit 915,CrossFit 915,125.0,,,,390,,,238.0,170.0,415.0,325.0,50,59,630,194,286,19,430,63,125,38,275,316,579
59,23,Kaitlyn Brierley,http://games.crossfit.com/athlete/96114,60 (636),0,62.0,0,96114,137.0,90 (297),30 (430),229 (115),84 (264),203 (09:23),16,ONE Nation,CrossFit ONE Nation,,444.0,,,,,,230.0,190.0,325.0,280.0,0,60,636,90,297,30,430,229,115,84,264,203,563
60,26,Emmy Simpkins,http://games.crossfit.com/athlete/25190,61 (637),0,67.0,0,25190,150.0,105 (294),229 (424),46 (127),41 (272),216 (09:25),16,CrossFit Speakeasy,CrossFit Speakeasy,,,90.0,,0,,,220.0,195.0,325.0,300.0,0,61,637,105,294,229,424,46,127,41,272,216,565
61,23,Melisa Alonso,http://games.crossfit.com/athlete/35398,62 (649),0,63.0,0,35398,130.0,98 (295),196 (424),101 (120),219 (252),35 (08:35),16,Team Soul,CrossFit Soul Miami,,,,,,,,213.0,176.0,,260.0,40,62,649,98,295,196,424,101,120,219,252,35,515
62,31,Courtney Walker,http://games.crossfit.com/athlete/21024,63 (650),0,62.0,0,21024,128.0,128 (292),150 (425),12 (135),186 (255),174 (09:18),16,CrossFit Fort Vancouver,CrossFit Fort Vancouver,,,,,,,,220.0,180.0,310.0,280.0,0,63,650,128,292,150,425,12,135,186,255,174,558
63,29,Elyse Kile,http://games.crossfit.com/athlete/505934,64 (690),0,68.0,0,505934,155.0,274 (278),41 (430),157 (117),42 (272),176 (09:19),16,Three Kings Black,Three Kings CrossFit,139.0,,103.0,,422,,,225.0,175.0,365.0,315.0,,64,690,274,278,41,430,157,117,42,272,176,559
64,30,Kaleena Ladeairous,http://games.crossfit.com/athlete/11215,65 (695),0,68.0,0,11215,150.0,57 (303),265 (423),119 (119),51 (269),203 (09:23),16,CrossFit Armed,CrossFit Armed,143.0,,93.0,1065.0,511,,1159.0,215.0,165.0,370.0,265.0,45,65,695,57,303,265,423,119,119,51,269,203,563
65,30,Christy Adkins,http://games.crossfit.com/athlete/9121,66 (696),0,64.0,0,9121,135.0,68 (300),117 (426),329 (114),141 (258),41 (08:38),16,CrossFit Reston,CrossFit Reston,159.0,487.0,93.0,1110.0,419,65.0,1195.0,210.0,163.0,330.0,270.0,44,66,696,68,300,117,426,329,114,141,258,41,518
66,29,Laura Hosier,http://games.crossfit.com/athlete/107627,67 (702),0,66.93,0,107627,149.0,42 (307),237 (424),290 (114),29 (278),104 (09:02),16,JaktRX RED,Reebok CrossFit East Woodbridge,144.0,,,,,,,225.0,165.0,385.0,285.0,,67,702,42,307,237,424,290,114,29,278,104,542
67,31,Jamie Hagiya,http://games.crossfit.com/athlete/196834,68 (706),0,63.0,0,196834,145.0,90 (297),18 (430),58 (126),416 (243),124 (09:09),16,,Torrance CrossFit,178.0,,132.0,,419,,,233.0,188.0,,315.0,,68,706,90,297,18,430,58,126,416,243,124,549
68,27,Megan Lovegrove,http://games.crossfit.com/athlete/51125,69 (709),0,62.2,0,51125,134.0,26 (314),151 (425),122 (119),282 (249),128 (09:10),16,Reebok CrossFit Tyneside,Reebok CrossFit Tyneside,,,,,,,,,,,,,69,709,26,314,151,425,122,119,282,249,128,550
69,31,Whitney Gelin,http://games.crossfit.com/athlete/110918,70 (721),0,67.0,0,110918,165.0,239 (282),46 (430),175 (116),201 (253),60 (08:48),16,CrossFit New England,CrossFit New England,,,,,,,,,,,,,70,721,239,282,46,430,175,116,201,253,60,528
70,25,Camilla Salomonsson Hellman,http://games.crossfit.com/athlete/2088,71 (729),0,64.96,0,2088,149.0,436 (272),42 (430),151 (117),26 (280),74 (08:54),16,Nordic OPEX,CrossFit Nordic,202.0,559.0,80.0,1250.0,356,,,220.46,165.35,330.69,275.58,30,71,729,436,272,42,430,151,117,26,280,74,534
71,27,Meredith Buckner,http://games.crossfit.com/athlete/148485,72 (743),0,64.0,0,148485,125.0,105 (294),169 (425),56 (126),293 (248),120 (09:08),16,CrossFit RDU,CrossFit RDU,149.0,472.0,95.0,,,,1221.0,215.0,170.0,325.0,270.0,44,72,743,105,294,169,425,56,126,293,248,120,548
72,28,Sheila Barden,http://games.crossfit.com/athlete/23856,73 (747),0,60.0,0,23856,135.0,37 (310),297 (423),176 (116),221 (252),16 (08:19),16,CrossFit Kinesis,CrossFit Kinesis,128.0,486.0,177.0,,380,87.0,1322.0,190.0,160.0,308.0,315.0,40,73,747,37,310,297,423,176,116,221,252,16,499
73,40,Helen Harding,http://games.crossfit.com/athlete/291518,74 (748),0,62.2,0,291518,125.0,274 (278),275 (423),16 (133),72 (266),111 (09:05),16,Range of Motion,Range of Motion CrossFit,139.0,,,,,,,,,319.67,246.92,52,74,748,274,278,275,423,16,133,72,266,111,545
74,23,Meg Reardon,http://games.crossfit.com/athlete/115892,75 (751),0,66.0,0,115892,147.0,337 (275),23 (430),152 (117),132 (258),107 (09:03),16,12th State CrossFit,12th State CrossFit,,,,,,,,215.0,185.0,355.0,310.0,,75,751,337,275,23,430,152,117,132,258,107,543
75,27,Becca Chilczenkowski,http://games.crossfit.com/athlete/9994,76 (765),0,69.0,0,9994,161.0,16 (322),63 (429),510 (109),150 (257),26 (08:29),16,Ohare Crossfit,O'Hare CrossFit,175.0,,,,0,,1290.0,215.0,170.0,325.0,295.0,,76,765,16,322,63,429,510,109,150,257,26,509
76,24,Marisa Hardy,http://games.crossfit.com/athlete/308404,77 (778),0,62.0,0,308404,145.0,274 (278),57 (430),90 (122),195 (254),162 (09:16),16,CrossFit New England,CrossFit New England,,,,,,,,,,,,,77,778,274,278,57,430,90,122,195,254,162,556
77,27,Dani Horan,http://games.crossfit.com/athlete/3200,78 (780),0,66.0,0,3200,145.0,319 (276),17 (430),141 (118),68 (266),235 (09:28),16,Champlain Valley CrossFit,Champlain Valley CrossFit,,,,,,,,,,,,,78,780,319,276,17,430,141,118,68,266,235,568
78,29,Danielle Lopiz,http://games.crossfit.com/athlete/53016,79 (782),0,60.0,0,53016,169.0,194 (286),356 (423),91 (122),91 (262),50 (08:43),16,Team Soul,CrossFit Soul Miami,,,,,,,,,,,,,79,782,194,286,356,423,91,122,91,262,50,523
79,26,Colleen Fotsch,http://games.crossfit.com/athlete/245403,80 (784),0,68.0,0,245403,170.0,239 (282),16 (430),41 (128),133 (258),355 (09:43),16,,CrossFit SOMA,,,,,,,,,,,,,80,784,239,282,16,430,41,128,133,258,355,583
80,29,Bridget Erickson,http://games.crossfit.com/athlete/95635,81 (788),0,61.0,0,95635,128.0,42 (307),292 (423),209 (116),200 (254),45 (08:40),16,CrossFit Rise,CrossFit Rise,260.0,488.0,,,,,,135.0,130.0,275.0,240.0,,81,788,42,307,292,423,209,116,200,254,45,520
81,22,Tia-Clair Toomey,http://games.crossfit.com/athlete/163097,82 (806),0,64.17,0,163097,127.87,473 (270),32 (430),32 (129),80 (265),189 (09:21),16,,CrossFit Gladstone,160.0,,81.0,,,,,244.71,180.78,357.15,297.62,50,82,806,473,270,32,430,32,129,80,265,189,561
82,35,Rebecca Voigt,http://games.crossfit.com/athlete/8015,83 (810),0,69.0,0,8015,155.0,76 (299),473 (346),50 (127),17 (289),194 (09:22),16,CrossFit Training Yard,CrossFit Training Yard,174.0,487.0,114.0,1452.0,412,90.0,1345.0,215.0,163.0,375.0,265.0,31,83,810,76,299,473,346,50,127,17,289,194,562
83,24,Carly Fuhrer,http://games.crossfit.com/athlete/102114,84 (811),0,63.0,0,102114,136.0,274 (278),209 (424),63 (125),111 (260),154 (09:15),16,Oregon CrossFit OC,Oregon CrossFit,135.0,571.0,99.0,,400,,,200.0,175.0,335.0,285.0,40,84,811,274,278,209,424,63,125,111,260,154,555
84,32,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,85 (816),0,65.75,0,25528,155.0,98 (295),50 (430),406 (112),175 (255),87 (08:57),16,,CrossFit Wild South,190.0,479.0,127.0,,0,,,213.85,158.73,374.79,319.67,38,85,816,98,295,50,430,406,112,175,255,87,537
85,24,Chloe Gauvin-David,http://games.crossfit.com/athlete/236779,86 (817),0,67.0,0,236779,144.0,49 (304),404 (347),132 (118),16 (289),216 (09:25),16,,CP CrossFit,,,,,,,,,,,,0,86,817,49,304,404,347,132,118,16,289,216,565
86,19,Maddy Myers,http://games.crossfit.com/athlete/206640,87 (829),0,62.0,0,206640,136.0,26 (314),7 (430),8 (138),604 (236),184 (09:20),16,Invictus,CrossFit Invictus,,,,,,,,260.0,195.0,,320.0,,87,829,26,314,7,430,8,138,604,236,184,560
87,26,Kelly Wild,http://games.crossfit.com/athlete/164778,88 (830),0,60.0,0,164778,142.0,194 (286),67 (428),252 (115),163 (257),154 (09:15),16,Timberwolf CrossFIt,Timberwolf CrossFit,,,,,,,,225.0,180.0,390.0,310.0,,88,830,194,286,67,428,252,115,163,257,154,555
88,26,Steph Dekker,http://games.crossfit.com/athlete/120359,89 (832),0,63.0,0,120359,141.0,64 (301),281 (423),122 (119),49 (270),316 (09:39),16,CrossFit East Kilbride,CrossFit East Kilbride,180.0,,149.0,,,67.0,,205.03,143.3,363.76,308.65,30,89,832,64,301,281,423,122,119,49,270,316,579
89,29,Regan Huckaby,http://games.crossfit.com/athlete/159681,90 (836),0,65.0,0,159681,150.0,173 (288),183 (425),72 (124),59 (268),349 (09:42),16,,CrossFit Hood River,,,,,,,,225.0,170.0,350.0,330.0,,90,836,173,288,183,425,72,124,59,268,349,582
90,26,Kristine Best,http://games.crossfit.com/athlete/280780,91 (848),0,63.0,0,280780,135.0,380 (273),152 (425),101 (120),202 (253),13 (08:14),16,CrossFit Undivided,CrossFit Undivided,,,,,,,,,,,,,91,848,380,273,152,425,101,120,202,253,13,494
91,26,Maggie Kerrigan,http://games.crossfit.com/athlete/244032,92 (881),0,60.0,0,244032,130.0,68 (300),297 (423),35 (129),192 (254),289 (09:36),16,OC3 Black,CrossFit OC3,,,,,,,,,,,,,92,881,68,300,297,423,35,129,192,254,289,576
92,25,Breona Evans,http://games.crossfit.com/athlete/99140,93 (894),0,61.0,0,99140,130.0,128 (292),271 (423),266 (115),164 (257),65 (08:50),16,CrossFit Identity,CrossFit Identity,138.0,,96.0,,,,,200.0,155.0,305.0,255.0,50,93,894,128,292,271,423,266,115,164,257,65,530
93,30,Alessandra Pichelli,http://games.crossfit.com/athlete/37537,94 (906),0,66.0,0,37537,,239 (282),103 (427),46 (127),96 (261),422 (09:51),16,Diablo CrossFit Anejo,Diablo CrossFit,,,,,,,,,,,,,94,906,239,282,103,427,46,127,96,261,422,591
94,25,Monique Williams,http://games.crossfit.com/athlete/238601,95 (918),0,64.0,0,238601,136.0,60 (302),61 (430),41 (128),479 (240),277 (09:35),16,The Crossfit Squad,The CrossFit Squad,,,,,,,,215.0,160.0,365.0,315.0,,95,918,60,302,61,430,41,128,479,240,277,575
95,27,Brenda Castro,http://games.crossfit.com/athlete/242149,96 (926),0,64.17,0,242149,130.0,194 (286),91 (427),60 (125),346 (246),235 (09:28),16,Team Tigran Soul MX,CrossFit Tigran,,,,,,,,220.0,180.0,,,45,96,926,194,286,91,427,60,125,346,246,235,568
96,24,Jessica Griffith,http://games.crossfit.com/athlete/254313,97 (952),0,66.0,0,254313,147.0,105 (294),115 (426),321 (114),158 (257),253 (09:30),16,CrossFit 417,CrossFit 417,,,,,357,72.0,,227.0,180.0,345.0,300.0,57,97,952,105,294,115,426,321,114,158,257,253,570
97,26,Rachel Goldenberg,http://games.crossfit.com/athlete/112252,98 (953),0,62.0,0,112252,124.0,139 (291),199 (424),214 (116),185 (255),216 (09:25),16,Crossfit Parallax,CrossFit Parallax,143.0,,122.0,1016.0,,76.0,,210.0,165.0,315.0,275.0,,98,953,139,291,199,424,214,116,185,255,216,565
98,28,Andrea Ager,http://games.crossfit.com/athlete/34182,99 (957),0,69.0,0,34182,145.0,173 (288),217 (424),214 (116),144 (258),209 (09:24),16,Team Dynamix,CrossFit Dynamix,147.0,,102.0,1079.0,0,57.0,1220.0,215.0,165.0,325.0,275.0,66,99,957,173,288,217,424,214,116,144,258,209,564
99,28,Stephanie Ortiz,http://games.crossfit.com/athlete/180078,100 (958),0,63.0,0,180078,132.0,319 (276),62 (429),129 (119),239 (251),209 (09:24),16,CrossFit Adelaide,CrossFit Adelaide,,,,,,,,209.44,158.73,297.62,253.53,,100,958,319,276,62,429,129,119,239,251,209,564
100,24,Jamie Greene,http://games.crossfit.com/athlete/264512,1 (27),0,64.17,0,264512,132.0,3 (347),12 (430),3 (147),6 (305),3 (07:43),16,CrossFit Yas,CrossFit Yas,,,,,,,,,,,,,1,27,3,347,12,430,3,147,6,305,3,463
101,34,Samantha Briggs,http://games.crossfit.com/athlete/2536,2 (30),0,66.93,0,2536,135.0,2 (348),22 (430),1 (158),4 (308),1 (07:36),16,CrossFit Black Five,CrossFit Black Five,155.0,,95.0,,,,,220.46,180.78,385.81,275.58,49,2,30,2,348,22,430,1,158,4,308,1,456
102,26,Kara Webb,http://games.crossfit.com/athlete/2942,3 (48),0,63.78,0,2942,154.0,20 (319),1 (430),7 (139),14 (289),6 (08:05),16,CrossFit Roar,CrossFit Roar,153.0,,,,0,,1210.0,253.53,205.03,341.72,330.69,62,3,48,20,319,1,430,7,139,14,289,6,485
103,23,Ragnheiður Sara Sigmundsdottir,http://games.crossfit.com/athlete/8859,4 (64),0,67.32,0,8859,152.12,14 (325),3 (430),22 (130),2 (316),23 (08:26),16,Team CrossFit Sudurnes,CrossFit Sudurnes,,566.0,123.0,,,,1352.0,242.51,198.42,341.72,297.62,36,4,64,14,325,3,430,22,130,2,316,23,506
104,30,Michele Letendre,http://games.crossfit.com/athlete/3407,5 (67),0,61.0,0,3407,137.0,22 (318),10 (430),2 (147),28 (279),5 (08:02),16,,Deka CrossFit,130.0,499.0,119.0,,0,,,227.0,192.0,315.0,300.0,50,5,67,22,318,10,430,2,147,28,279,5,482
105,28,Carol-Ann Reason-Thibault,http://games.crossfit.com/athlete/103389,6 (94),0,64.96,0,103389,145.0,42 (307),14 (430),9 (138),3 (314),26 (08:29),16,CrossFit Quebec City 2,CrossFit Quebec City,161.0,,85.0,,0,,1320.0,225.0,175.0,400.0,300.0,45,6,94,42,307,14,430,9,138,3,314,26,509
106,27,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,7 (119),0,62.0,0,8404,130.0,10 (330),4 (430),11 (136),90 (263),4 (07:50),16,Roots,CrossFit Roots,124.0,440.0,100.0,,0,80.0,,230.0,190.0,300.0,310.0,80,7,119,10,330,4,430,11,136,90,263,4,470
107,28,Emily Bridgers,http://games.crossfit.com/athlete/4925,8 (120),0,61.0,0,4925,134.0,1 (354),8 (430),29 (129),74 (266),8 (08:09),16,CrossFit Terminus,CrossFit Terminus,,,,,0,,,225.0,180.0,330.0,275.0,0,8,120,1,354,8,430,29,129,74,266,8,489
108,25,Alexis Johnson,http://games.crossfit.com/athlete/208293,9 (127),0,62.0,0,208293,141.0,18 (320),27 (430),24 (130),33 (276),25 (08:27),16,AllSport CrossFit,AllSport CrossFit,,471.0,76.0,,440,75.0,,227.0,175.0,342.0,280.0,,9,127,18,320,27,430,24,130,33,276,25,507
109,26,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,10 (128),0,66.93,0,18588,152.0,6 (340),21 (430),5 (141),7 (304),89 (08:58),16,CrossFit Reykjavik,Reebok CrossFit Reykjavík,157.0,,83.0,907.0,0,,,205.03,156.53,363.76,275.58,0,10,128,6,340,21,430,5,141,7,304,89,538
110,31,Stacie Tovar,http://games.crossfit.com/athlete/5512,11 (136),0,65.0,0,5512,145.0,20 (319),15 (430),13 (134),35 (275),53 (08:46),16,CrossFit Omaha,CrossFit Omaha,142.0,505.0,95.0,1282.0,384,85.0,1305.0,228.0,180.0,335.0,305.0,0,11,136,20,319,15,430,13,134,35,275,53,526
111,26,Emma McQuaid,http://games.crossfit.com/athlete/239442,12 (144),0,64.96,0,239442,139.0,46 (305),33 (430),52 (127),5 (305),8 (08:09),16,8020 Black,CrossFit 8020,147.0,,132.0,,,,,238.1,182.98,352.74,275.58,43,12,144,46,305,33,430,52,127,5,305,8,489
112,30,Kristin Holte,http://games.crossfit.com/athlete/120480,13 (161),0,63.78,0,120480,132.0,24 (317),35 (430),21 (131),79 (265),2 (07:41),16,CrossFit Oslo,CrossFit Oslo,144.0,,115.0,1096.0,406,61.0,1170.0,209.44,163.14,297.62,264.55,42,13,161,24,317,35,430,21,131,79,265,2,461
113,22,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,14 (164),0,66.54,0,55121,152.0,4 (345),9 (430),109 (120),22 (282),20 (08:24),16,,CrossFit New England,138.0,556.0,88.0,,454,65.0,,225.0,192.0,315.0,255.0,,14,164,4,345,9,430,109,120,22,282,20,504
114,28,Julie Abildgaard,http://games.crossfit.com/athlete/275395,15 (175),0,68.5,0,275395,160.0,7 (338),30 (430),114 (120),1 (318),23 (08:26),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,,,,,,,,,,,,,15,175,7,338,30,430,114,120,1,318,23,506
115,23,Caroline Dardini,http://games.crossfit.com/athlete/117591,16 (181),0,61.0,0,117591,124.0,14 (325),86 (427),44 (127),31 (277),6 (08:05),16,TEAM CrossFit Love,CrossFit Love,138.0,,,,,,,215.0,175.0,,59.0,1,16,181,14,325,86,427,44,127,31,277,6,485
116,26,Kari Pearce,http://games.crossfit.com/athlete/305891,17 (187),0,63.0,0,305891,139.0,49 (304),110 (426),4 (142),13 (291),11 (08:11),16,CrossFit SPOT,CrossFit Spot,,,,,,,,214.0,185.0,365.0,310.0,,17,187,49,304,110,426,4,142,13,291,11,491
117,32,Carleen Mathews,http://games.crossfit.com/athlete/16973,18 (196),0,62.0,0,16973,138.0,42 (307),26 (430),61 (125),19 (286),48 (08:42),16,CFSH,CrossFit Saint Helens,188.0,,140.0,1560.0,344,81.0,1374.0,205.0,165.0,385.0,285.0,30,18,196,42,307,26,430,61,125,19,286,48,522
118,20,Brooke Wells,http://games.crossfit.com/athlete/168305,19 (256),0,66.0,0,168305,156.0,49 (304),2 (430),48 (127),12 (291),145 (09:13),16,,CrossFit Fringe,126.0,,73.0,,,,,255.0,210.0,405.0,345.0,,19,256,49,304,2,430,48,127,12,291,145,553
119,25,Anna Fragkou,http://games.crossfit.com/athlete/252900,20 (268),0,62.99,0,252900,138.89,105 (294),29 (430),52 (127),8 (300),74 (08:54),16,,Gazi CrossFit,,,,,,,,,,,,,20,268,105,294,29,430,52,127,8,300,74,534
120,27,Kristi Eramo,http://games.crossfit.com/athlete/310687,21 (276),0,62.0,0,310687,128.0,49 (304),40 (430),92 (122),44 (272),51 (08:44),16,Four Barrel CrossFit East,Four Barrel CrossFit East,149.0,,107.0,,,,,210.0,165.0,310.0,295.0,,21,276,49,304,40,430,92,122,44,272,51,524
121,25,Tasia Percevecz,http://games.crossfit.com/athlete/149475,22 (281),0,65.0,0,149475,153.0,49 (304),74 (428),13 (134),93 (262),52 (08:45),16,CrossFit Free,CrossFit Free,149.0,,84.0,,,,,240.0,205.0,,308.0,60,22,281,49,304,74,428,13,134,93,262,52,525
122,28,Cassidy Lance,http://games.crossfit.com/athlete/123582,23 (309),0,63.0,0,123582,139.0,90 (297),46 (430),13 (134),140 (258),20 (08:24),16,,CrossFit WaterSide,150.0,450.0,90.0,,,,,215.0,160.0,295.0,275.0,60,23,309,90,297,46,430,13,134,140,258,20,504
123,23,Tamarind Robinson,http://games.crossfit.com/athlete/259885,24 (313),0,68.11,0,259885,165.35,39 (308),124 (426),40 (128),30 (278),80 (08:56),16,CrossFit Yas,CrossFit Yas,,,,,,,,,,,,,24,313,39,308,124,426,40,128,30,278,80,536
124,32,Sarah Scholl,http://games.crossfit.com/athlete/23578,25 (328),0,68.0,0,23578,145.0,8 (336),49 (430),34 (129),75 (265),162 (09:16),16,CrossFit Stamford,CrossFit Stamford,125.0,491.0,110.0,1084.0,428,58.0,1110.0,200.0,155.0,305.0,295.0,60,25,328,8,336,49,430,34,129,75,265,162,556
125,27,Oddrun Eik Gylfadottir,http://games.crossfit.com/athlete/96750,26 (335),0,64.17,0,96750,128.0,46 (305),83 (427),83 (122),52 (269),71 (08:52),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,,,,,,65.0,1260.0,187.39,149.91,297.62,291.01,63,26,335,46,305,83,427,83,122,52,269,71,532
126,32,Kelley Jackson,http://games.crossfit.com/athlete/12336,27 (336),0,62.0,0,12336,124.0,18 (320),111 (426),24 (130),165 (257),18 (08:22),16,CrossFit 417,CrossFit 417,122.0,464.0,92.0,987.0,418,72.0,,215.0,165.0,325.0,275.0,61,27,336,18,320,111,426,24,130,165,257,18,502
127,26,Chelsey Grigsby,http://games.crossfit.com/athlete/25320,28 (342),0,65.0,0,25320,135.0,64 (301),38 (430),84 (122),125 (259),31 (08:34),16,C Street Crossfit,C Street CrossFit,,,,,,,,0.0,0.0,0.0,0.0,0,28,342,64,301,38,430,84,122,125,259,31,514
128,29,Alea Helmick,http://games.crossfit.com/athlete/134076,29 (348),0,68.0,0,134076,148.0,29 (313),20 (430),152 (117),46 (271),101 (09:01),16,CrossFit Revamped,CrossFit Revamped,145.0,,118.0,,460,,,225.0,185.0,340.0,305.0,50,29,348,29,313,20,430,152,117,46,271,101,541
129,31,Margaux Alvarez,http://games.crossfit.com/athlete/3678,30 (349),0,67.0,0,3678,148.0,76 (299),37 (430),77 (124),70 (266),89 (08:58),16,,ZooTown CrossFit,172.0,478.0,80.0,1182.0,356,,1307.0,225.0,180.0,375.0,275.0,45,30,349,76,299,37,430,77,124,70,266,89,538
130,22,Lauren Fisher,http://games.crossfit.com/athlete/19117,31 (351),0,65.0,0,19117,138.0,105 (294),13 (430),184 (116),18 (288),31 (08:34),16,Invictus,CrossFit Invictus,139.0,,,,0,66.0,,242.0,183.0,0.0,290.0,50,31,351,105,294,13,430,184,116,18,288,31,514
131,29,Sarabeth Phillips,http://games.crossfit.com/athlete/36285,32 (396),0,61.0,0,36285,128.0,139 (291),39 (430),17 (132),73 (266),128 (09:10),16,,CrossFit Calidus,139.0,532.0,94.0,,0,,,230.0,190.0,330.0,290.0,54,32,396,139,291,39,430,17,132,73,266,128,550
132,28,Mekenzie Riley,http://games.crossfit.com/athlete/93497,33 (418),0,64.0,0,93497,145.0,49 (304),55 (430),219 (116),54 (269),41 (08:38),16,OC3 Black,CrossFit OC3,,,,,,,,,,,,,33,418,49,304,55,430,219,116,54,269,41,518
133,33,Kirsten Pedri,http://games.crossfit.com/athlete/10760,34 (420),0,69.0,0,10760,150.0,98 (295),85 (427),84 (122),36 (275),117 (09:07),16,,CrossFit Davis,,,,,,,,215.0,170.0,350.0,270.0,38,34,420,98,295,85,427,84,122,36,275,117,547
